"","Title","Revenue","logRev","N_Theaters","logThea","Release_Date","Inception","No_Article","Views60","Users60","Rigor60","Edits60","Views50","Users50","Rigor50","Edits50","Views40","Users40","Rigor40","Edits40","Views30","Users30","Rigor30","Edits30","Views20","Users20","Rigor20","Edits20","Views10","Users10","Rigor10","Edits10","lV60","lU60","lR60","lE60","ldV50","ldU50","ldR50","ldE50","ldV40","ldU40","ldR40","ldE40","ldV30","ldU30","ldR30","ldE30","ldV20","ldU20","ldR20","ldE20","ldV10","ldU10","ldR10","ldE10","Wide_Release","is_sequel","is_3D_or_IMAX","Fri_Sat","in_Summer","Federal_Holiday","N_Other_Rel"
"103","Holy Rollers",39685,10.588728561525,3,1.09861228866811,2010-05-21,234,0,5490,1,1,1,5778,3,4,9,6605,4,5,10,7747,6,7,12,9910,8,9,14,12825,10,11,16,8.61086566727887,0.693147180559945,0.693147180559945,0.693147180559945,5.66642668811243,1.09861228866811,1.38629436111989,2.19722457733622,6.71901315438526,0.693147180559945,0.693147180559945,0.693147180559945,7.04141166379481,1.09861228866811,1.09861228866811,1.09861228866811,7.67971363996637,1.09861228866811,1.09861228866811,1.09861228866811,7.97796809312855,1.09861228866811,1.09861228866811,1.09861228866811,0,0,0,1,0,0,5
"104","Hot Tub Time Machine",14020502,16.4560312449211,2754,7.9208096792886,2010-03-26,300,0,141334,41,37,53,165686,48,45,63,177763,49,46,64,204243,64,60,79,244052,93,84,115,294355,112,106,143,11.8588882379293,3.73766961828337,3.63758615972639,3.98898404656427,10.1004103242073,2.07944154167984,2.19722457733622,2.39789527279837,9.39914089486785,0.693147180559945,0.693147180559945,0.693147180559945,10.1841827736883,2.77258872223978,2.70805020110221,2.77258872223978,10.5918734159944,3.40119738166216,3.2188758248682,3.61091791264422,10.8258398757889,2.99573227355399,3.13549421592915,3.36729582998647,1,0,0,1,0,0,2
"105","Housefull",642156,13.3725865438089,82,4.40671924726425,2010-04-30,263,0,128668,91,95,141,144507,133,139,203,164823,151,165,239,183488,161,197,289,203239,179,207,303,225604,199,226,329,11.7649984943295,4.52178857704904,4.56434819146784,4.95582705760126,9.67029366536842,3.76120011569356,3.80666248977032,4.14313472639153,9.91921325299761,2.94443897916644,3.29583686600433,3.61091791264422,9.83445896612569,2.39789527279837,3.49650756146648,3.93182563272433,9.89101003102502,2.94443897916644,2.39789527279837,2.70805020110221,10.0152972275881,3.04452243772342,2.99573227355399,3.29583686600433,0,0,0,1,0,0,4
"106","How Do You Know",7484696,15.8283709604486,2483,7.81722278550817,2010-12-17,261,0,177618,38,39,53,191828,40,40,54,207578,42,42,56,223284,42,43,57,246216,44,48,63,275789,48,50,65,12.0873960858,3.66356164612965,3.68887945411394,3.98898404656427,9.56177159159186,1.09861228866811,0.693147180559945,0.693147180559945,9.66465913430174,1.09861228866811,1.09861228866811,1.09861228866811,9.66186175184303,0,0.693147180559945,0.693147180559945,10.040332200264,1.09861228866811,1.79175946922805,1.94591014905531,10.2946508759334,1.6094379124341,1.09861228866811,1.09861228866811,1,0,0,1,0,0,4
"107","Howl",51185,10.8432017993539,6,1.79175946922805,2010-09-24,338,0,113504,30,32,44,121123,32,34,46,127936,32,34,46,134561,34,36,49,138747,35,38,52,140140,35,38,52,11.6396021677967,3.43398720448515,3.49650756146648,3.80666248977032,8.93853164868069,1.09861228866811,1.09861228866811,1.09861228866811,8.82673459822091,0,0,0,8.79875658285984,1.09861228866811,1.09861228866811,1.38629436111989,8.33973976601914,0.693147180559945,1.09861228866811,1.38629436111989,7.23993259132047,0,0,0,0,0,0,1,0,0,7
"108","How to Train Your Dragon",43732319,17.5935979519396,4055,8.30770596654951,2010-03-26,622,0,569852,160,174,249,592192,162,178,254,615211,176,193,275,652491,190,209,295,689362,210,222,313,741553,210,231,322,13.2531337118133,5.08140436498446,5.16478597392351,5.52146091786225,10.0141788343788,1.09861228866811,1.6094379124341,1.79175946922805,10.0441186822759,2.70805020110221,2.77258872223978,3.09104245335832,10.5262390924741,2.70805020110221,2.83321334405622,3.04452243772342,10.5152077344003,3.04452243772342,2.63905732961526,2.94443897916644,10.8626845054207,0,2.30258509299405,2.30258509299405,1,0,1,1,0,0,2
"109","Hugh Hefner Playboy Activist and Rebel",10000,9.21034037197618,4,1.38629436111989,2010-07-30,-3,1,555,0,0,0,555,0,0,0,555,0,0,0,555,0,0,0,555,0,0,0,555,0,0,0,6.32076829425058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
"110","I%27m Still Here",96658,11.4789342541029,19,2.94443897916644,2010-09-10,320,0,1,0,0,0,1,0,0,0,1,0,0,0,3484,0,0,0,11106,0,0,0,17971,1,1,1,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,8.15593633797239,0,0,0,8.93892527198827,0,0,0,8.83433697401764,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,1,0,0,8
"111","I Hate Luv Storys",375297,12.835472991486,85,4.44265125649032,2010-06-30,14,0,68363,50,43,94,73233,51,45,96,87537,78,72,134,117502,168,194,295,143458,195,217,324,160156,210,234,347,11.1326016492684,3.93182563272433,3.78418963391826,4.55387689160054,8.49105453380654,0.693147180559945,1.09861228866811,1.09861228866811,9.56836440548421,3.3322045101752,3.3322045101752,3.66356164612965,10.3078186846031,4.51085950651685,4.81218435537242,5.08759633523238,10.1641966017365,3.3322045101752,3.17805383034795,3.40119738166216,9.72310411637243,2.77258872223978,2.89037175789616,3.17805383034795,0,0,0,0,1,1,2
"112","Inception",62785337,17.9552321169149,3792,8.24064886337491,2010-07-16,392,0,1212947,276,304,418,1299481,288,324,446,1379413,311,347,479,1448183,334,374,512,1558693,377,407,558,1667581,413,460,642,14.0085643180873,5.62401750618734,5.72031177660741,6.03787091992214,11.3683042353591,2.56494935746154,3.04452243772342,3.36729582998647,11.288944062757,3.17805383034795,3.17805383034795,3.52636052461616,11.1385374234325,3.17805383034795,3.3322045101752,3.52636052461616,11.6128703424967,3.78418963391826,3.52636052461616,3.85014760171006,11.5980842937182,3.61091791264422,3.98898404656427,4.44265125649032,1,0,1,1,1,0,3
"113","Inhale",3030,8.01631789850341,2,0.693147180559945,2010-10-22,-23,1,1586,0,0,0,1603,0,0,0,1623,0,0,0,1641,0,0,0,1656,0,0,0,1678,0,0,0,7.36960072052641,0,0,0,2.89037175789616,0,0,0,3.04452243772342,0,0,0,2.94443897916644,0,0,0,2.77258872223978,0,0,0,3.13549421592915,0,0,0,0,0,0,1,0,0,2
"114","In My Sleep",9285,9.13615547378681,1,0,2010-04-23,470,0,31559,15,21,49,32103,15,21,49,32659,15,21,49,33491,15,21,49,35163,15,21,49,37580,15,21,49,10.3596457749598,2.77258872223978,3.09104245335832,3.91202300542815,6.30078579466324,0,0,0,6.32256523992728,0,0,0,6.72503364216684,0,0,0,7.42237370098682,0,0,0,7.79069603117474,0,0,0,0,0,0,1,0,0,4
"115","Inside Job",39649,10.587821006064,2,0.693147180559945,2010-10-08,137,0,2035,4,5,11,2423,4,5,11,4669,6,8,15,8726,7,10,17,13255,8,12,20,18466,8,12,20,7.61874237767041,1.6094379124341,1.79175946922805,2.484906649788,5.96357934361845,0,0,0,7.71735127218533,1.09861228866811,1.38629436111989,1.6094379124341,8.30844552038576,0.693147180559945,1.09861228866811,1.09861228866811,8.41847721847708,0.693147180559945,1.09861228866811,1.38629436111989,8.55871893824474,0,0,0,0,0,0,1,0,0,9
"116","Iron Man 2",128122480,18.6684972393708,4380,8.38480400337049,2010-05-07,406,0,4011629,647,938,1253,4247586,703,1012,1370,4380254,725,1045,1409,4555047,768,1108,1485,4755655,824,1194,1597,5098227,883,1278,1702,15.2047082004811,6.47389069635227,6.84481547920826,7.13409372119287,12.3714091020682,4.04305126783455,4.31748811353631,4.77068462446567,11.7956125833835,3.13549421592915,3.52636052461616,3.68887945411394,12.0713634166717,3.78418963391826,4.15888308335967,4.34380542185368,12.2091130189073,4.04305126783455,4.46590811865458,4.72738781871234,12.7442400526597,4.0943445622221,4.44265125649032,4.66343909411207,1,1,1,1,0,0,6
"117","I Spit on Your Grave",32440,10.3871475082293,12,2.484906649788,2010-10-08,315,0,40567,29,41,75,45770,33,43,77,51864,33,46,82,59565,33,47,83,66264,33,47,83,75490,38,50,86,10.6107348574749,3.40119738166216,3.73766961828337,4.33073334028633,8.5571828396324,1.6094379124341,1.09861228866811,1.09861228866811,8.71522404191537,0,1.38629436111989,1.79175946922805,8.94923531437485,0,0.693147180559945,0.693147180559945,8.80986280537906,0,0,0,9.12988924757856,1.79175946922805,1.38629436111989,1.38629436111989,0,0,0,1,0,0,9
"118","It%27s Kind of a Funny Story",2013406,14.5153383733068,742,6.60934924316738,2010-10-08,118,0,58317,6,7,10,73890,8,11,15,88624,11,15,19,105038,11,15,19,122058,16,19,23,156145,24,27,31,10.9736660725417,1.94591014905531,2.07944154167984,2.39789527279837,9.65335813613693,1.09861228866811,1.6094379124341,1.79175946922805,9.5979808951718,1.38629436111989,1.6094379124341,1.6094379124341,9.70595082993569,0,0,0,9.74220315480797,1.79175946922805,1.6094379124341,1.6094379124341,10.4367006951797,2.19722457733622,2.19722457733622,2.19722457733622,0,0,0,1,0,0,9
"119","I Want Your Money",249428,12.426925575373,537,6.28599809450886,2010-10-15,1,0,19,0,0,0,23,0,0,0,24,0,0,0,25,0,0,0,27,0,0,0,30,0,0,0,2.99573227355399,0,0,0,1.6094379124341,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,1.38629436111989,0,0,0,0,0,0,1,0,0,5
"120","Jackass 3D",50353641,17.7345814883177,3081,8.03300949859667,2010-10-15,301,0,532201,272,306,430,575143,281,312,437,611204,293,321,447,656411,309,331,457,700304,309,343,476,758258,339,360,499,13.1847783955044,5.60947179518496,5.7268477475872,6.06610809010375,10.6676289339201,2.30258509299405,1.94591014905531,2.07944154167984,10.4929949583363,2.56494935746154,2.30258509299405,2.39789527279837,10.7190293413097,2.83321334405622,2.39789527279837,2.39789527279837,10.6895329154628,0,2.56494935746154,2.99573227355399,10.9674221263228,3.43398720448515,2.89037175789616,3.17805383034795,1,1,1,1,0,0,5
"121","Jack Goes Boating",28916,10.2721503541202,4,1.38629436111989,2010-09-17,-13,1,13,0,0,0,22,0,0,0,33,0,0,0,40,0,0,0,46,0,0,0,71,0,0,0,2.63905732961526,0,0,0,2.30258509299405,0,0,0,2.484906649788,0,0,0,2.07944154167984,0,0,0,1.94591014905531,0,0,0,3.25809653802148,0,0,0,0,0,0,1,0,0,6
"122","Jean-Michel Basquiat The Radiant Child",17466,9.76801141297368,1,0,2010-07-21,-5,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"123","Joan Rivers A Piece of Work",164351,12.0097596636495,7,1.94591014905531,2010-06-11,-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,1,0,4
"124","Jonah Hex",5379365,15.4980808954321,2825,7.94626364358054,2010-06-18,436,0,893140,123,138,201,920284,127,149,215,987436,141,174,248,1031444,148,178,256,1102282,151,188,266,1190172,173,209,290,13.7024997421314,4.82028156560504,4.93447393313069,5.30826769740121,10.2089481463396,1.6094379124341,2.484906649788,2.70805020110221,11.1147288770517,2.70805020110221,3.25809653802148,3.52636052461616,10.6921494374384,2.07944154167984,1.6094379124341,2.19722457733622,11.1681649754787,1.38629436111989,2.39789527279837,2.39789527279837,11.3838526893527,3.13549421592915,3.09104245335832,3.2188758248682,1,0,0,1,1,0,4
"125","Just Wright",8284989,15.9299558811413,1831,7.51261754467451,2010-05-14,269,0,25913,16,17,26,29561,20,21,30,34599,21,23,32,42107,26,27,37,51836,28,30,40,72454,41,42,52,10.1625386421888,2.83321334405622,2.89037175789616,3.29583686600433,8.20220843643645,1.6094379124341,1.6094379124341,1.6094379124341,8.5249629286806,0.693147180559945,1.09861228866811,1.09861228866811,8.92385758009988,1.79175946922805,1.6094379124341,1.79175946922805,9.18296917518005,1.09861228866811,1.38629436111989,1.38629436111989,9.93396825978972,2.63905732961526,2.56494935746154,2.56494935746154,1,0,0,1,0,0,3
"126","Karthik Calling Karthik",179643,12.098726827129,70,4.24849524204936,2010-02-26,172,0,31904,7,8,25,37488,11,12,33,53304,30,31,56,77969,70,70,116,107277,79,83,133,131650,90,90,143,10.3705180163024,2.07944154167984,2.19722457733622,3.25809653802148,8.6278397115033,1.6094379124341,1.6094379124341,2.19722457733622,9.66884058996349,2.99573227355399,2.99573227355399,3.17805383034795,10.1131810561259,3.71357206670431,3.68887945411394,4.11087386417331,10.2856499150745,2.30258509299405,2.63905732961526,2.89037175789616,10.1012722693834,2.484906649788,2.07944154167984,2.39789527279837,0,0,0,1,0,0,5
"127","Khatta Meetha",309211,12.6417791707418,83,4.4188406077966,2010-07-23,392,0,123242,44,49,80,127742,47,51,82,132397,55,59,97,142484,73,83,136,152659,94,93,150,160457,99,106,175,11.7219132951602,3.80666248977032,3.91202300542815,4.39444915467244,8.41205487329293,1.38629436111989,1.09861228866811,1.09861228866811,8.44591198941127,2.19722457733622,2.19722457733622,2.77258872223978,9.21910187764476,2.94443897916644,3.2188758248682,3.68887945411394,9.2277872855799,3.09104245335832,2.39789527279837,2.70805020110221,8.9617507993305,1.79175946922805,2.63905732961526,3.25809653802148,0,0,0,1,1,0,4
"128","Kick-Ass",19828687,16.8026402854949,3065,8.02780284837031,2010-04-16,443,0,735156,146,168,210,783505,158,187,232,831780,172,198,245,927385,212,230,291,1083335,242,276,344,1340738,337,406,544,13.5078393608268,4.99043258677874,5.12989871492307,5.35185813347607,10.7862215008814,2.56494935746154,2.99573227355399,3.13549421592915,10.7846898217378,2.70805020110221,2.484906649788,2.63905732961526,11.4679908585763,3.71357206670431,3.49650756146648,3.85014760171006,11.957297134327,3.43398720448515,3.85014760171006,3.98898404656427,12.458402114039,4.56434819146784,4.87519732320115,5.30330490805908,1,0,0,1,0,0,9
"129","Killers",15837266,16.5778763284432,2859,7.95822719232231,2010-06-04,146,0,68474,29,38,46,80919,30,42,50,92613,35,46,54,105699,39,50,59,126241,47,56,65,146091,52,62,71,11.1342239941313,3.40119738166216,3.66356164612965,3.85014760171006,9.42915456512916,0.693147180559945,1.6094379124341,1.6094379124341,9.36691667901828,1.79175946922805,1.6094379124341,1.6094379124341,9.47937465005548,1.6094379124341,1.6094379124341,1.79175946922805,9.93027552929251,2.19722457733622,1.94591014905531,1.94591014905531,9.89600966268017,1.79175946922805,1.94591014905531,1.94591014905531,1,0,0,1,1,0,7
"130","Kites",959329,13.7739893607254,207,5.33271879326537,2010-05-21,783,0,416630,220,222,296,452944,278,270,388,490339,288,295,448,525890,308,316,476,570495,342,358,548,626606,380,387,613,12.9399562169465,5.39816270151775,5.40717177146012,5.6937321388027,10.4999861580403,4.07753744390572,3.89182029811063,4.53259949315326,10.5293190258112,2.39789527279837,3.25809653802148,4.11087386417331,10.4787516924394,3.04452243772342,3.09104245335832,3.36729582998647,10.7056236581079,3.55534806148941,3.76120011569356,4.29045944114839,10.93510497238,3.66356164612965,3.40119738166216,4.18965474202643,0,0,0,1,0,0,5
"131","Knight and Day",20139985,16.8182177004679,3098,8.03851202097681,2010-06-23,260,0,189617,93,95,134,202130,89,97,137,219829,96,103,144,238736,101,106,148,262965,110,116,158,300687,124,128,175,12.1527668010057,4.54329478227,4.56434819146784,4.90527477843843,9.43460329655831,0,1.09861228866811,1.38629436111989,9.78131991856192,2.07944154167984,1.94591014905531,2.07944154167984,9.84734039191313,1.79175946922805,1.38629436111989,1.6094379124341,10.0953468138106,2.30258509299405,2.39789527279837,2.39789527279837,10.5380252669888,2.70805020110221,2.56494935746154,2.89037175789616,1,0,0,0,1,0,0
"132","La Soga",52554,10.8695964913911,11,2.39789527279837,2010-08-13,461,0,2276,8,10,13,2347,8,10,13,2392,8,10,13,2440,8,10,13,2567,8,10,13,2843,8,10,13,7.73061406606374,2.19722457733622,2.39789527279837,2.63905732961526,4.27666611901606,0,0,0,3.8286413964891,0,0,0,3.89182029811063,0,0,0,4.85203026391962,0,0,0,5.62401750618734,0,0,0,0,0,0,1,1,0,6
"133","Leap Year",9202815,16.0350199734783,2511,7.82843635915759,2010-01-08,82,0,4371,7,11,29,9977,10,13,32,13876,12,15,35,21248,16,21,41,34178,25,29,52,55858,33,41,66,8.38297584929643,2.07944154167984,2.484906649788,3.40119738166216,8.63177109612367,1.38629436111989,1.09861228866811,1.38629436111989,8.26873183211774,1.09861228866811,1.09861228866811,1.38629436111989,8.90557995798965,1.6094379124341,1.94591014905531,1.94591014905531,9.46738280829585,2.30258509299405,2.19722457733622,2.484906649788,9.98419157995109,2.19722457733622,2.56494935746154,2.70805020110221,1,0,0,1,0,0,4
"134","Legendary",126964,11.7516588606901,177,5.17614973257383,2010-09-10,61,0,883,5,6,11,3028,10,11,25,6938,12,12,26,18063,16,16,34,25418,17,19,37,32918,20,22,41,6.78445706263764,1.79175946922805,1.94591014905531,2.484906649788,7.67136092319064,1.79175946922805,1.79175946922805,2.70805020110221,8.27154837475551,1.09861228866811,0.693147180559945,0.693147180559945,9.31703999063524,1.6094379124341,1.6094379124341,2.19722457733622,8.90327158572421,0.693147180559945,1.38629436111989,1.38629436111989,8.92279162396964,1.38629436111989,1.38629436111989,1.6094379124341,0,0,0,1,0,0,8
"135","Legend of the Guardians The Owls of Ga%27Hoole",16112211,16.5950879896839,3575,8.18172045512811,2010-09-24,677,0,334883,162,177,254,364522,175,196,285,386227,184,205,303,411738,204,217,325,446229,213,229,343,492658,218,254,379,12.7215394821857,5.09375020080676,5.18178355029209,5.54126354515843,10.29688007941,2.63905732961526,2.99573227355399,3.46573590279973,9.98534399900596,2.30258509299405,2.30258509299405,2.94443897916644,10.1469042086899,3.04452243772342,2.56494935746154,3.13549421592915,10.4484826920722,2.30258509299405,2.56494935746154,2.94443897916644,10.745701081014,1.79175946922805,3.25809653802148,3.61091791264422,1,0,1,1,0,0,7
"136","Legion",17501625,16.6778042917256,2476,7.81439963380449,2010-01-22,554,0,518353,48,50,70,538675,49,53,73,563223,59,62,83,599805,64,68,90,703494,90,91,120,852575,110,113,150,13.1584136855152,3.89182029811063,3.93182563272433,4.26267987704132,9.91950852859031,0.693147180559945,1.38629436111989,1.38629436111989,10.1084263991955,2.39789527279837,2.30258509299405,2.39789527279837,10.5073389306105,1.79175946922805,1.94591014905531,2.07944154167984,11.5491609575523,3.29583686600433,3.17805383034795,3.43398720448515,11.912251769119,3.04452243772342,3.13549421592915,3.43398720448515,1,0,0,1,0,0,5
"137","Let Me In",5147479,15.4540176382254,2020,7.61085279039525,2010-10-01,442,0,267397,99,128,204,310735,111,135,212,340815,117,144,228,367028,124,152,237,456970,137,160,245,562407,138,174,262,12.4964934641904,4.60517018598809,4.85981240436167,5.32300997913841,10.6768082014508,2.56494935746154,2.07944154167984,2.19722457733622,10.311649022192,1.94591014905531,2.30258509299405,2.83321334405622,10.1740488981795,2.07944154167984,2.19722457733622,2.30258509299405,11.4069314153388,2.63905732961526,2.19722457733622,2.19722457733622,11.5658783814229,0.693147180559945,2.70805020110221,2.89037175789616,1,0,0,1,0,0,8
"138","Letters to God",1088873,13.9006537743614,897,6.7990558620588,2010-04-09,198,0,9631,6,18,42,10244,6,18,42,11412,6,18,43,12290,6,18,43,13236,6,18,43,14791,8,20,45,9.1728461675486,1.94591014905531,2.94443897916644,3.76120011569356,6.41999492814714,0,0,0,7.06390396147207,0,0,0.693147180559945,6.77878489768518,0,0,0,6.85329909318608,0,0,0,7.34987370473834,1.09861228866811,1.09861228866811,1.09861228866811,0,0,0,1,0,0,6
"139","Letters to Juliet",13540486,16.4211947184527,2968,7.99564360428727,2010-05-14,128,0,69427,13,13,14,78759,15,15,16,90461,16,16,17,101524,17,17,18,131960,23,23,24,157823,29,30,31,11.1480455233408,2.63905732961526,2.63905732961526,2.70805020110221,9.14131178556575,1.09861228866811,1.09861228866811,1.09861228866811,9.36760049817477,0.693147180559945,0.693147180559945,0.693147180559945,9.31145187334459,0.693147180559945,0.693147180559945,0.693147180559945,10.3234142525853,1.94591014905531,1.94591014905531,1.94591014905531,10.1606073194053,1.94591014905531,2.07944154167984,2.07944154167984,1,0,0,1,0,0,3
"140","Life as We Know It",14506464,16.490104901158,3150,8.05515773181968,2010-10-08,165,0,75425,10,10,13,86854,10,10,13,98815,10,11,14,116265,13,13,16,137245,18,19,25,168844,22,23,29,11.2309073221429,2.39789527279837,2.39789527279837,2.63905732961526,9.34399675678886,0,0,0,9.3894902376045,0,0.693147180559945,0.693147180559945,9.76715223257887,1.38629436111989,1.09861228866811,1.09861228866811,9.9513725452567,1.79175946922805,1.94591014905531,2.30258509299405,10.360912399575,1.6094379124341,1.6094379124341,1.6094379124341,1,0,0,1,0,0,9
"141","Like Dandelion Dust",77960,11.2639511536215,25,3.2188758248682,2010-09-24,386,0,12974,11,14,34,13493,11,14,34,14159,11,14,34,15934,11,14,34,17028,12,15,35,18328,12,15,35,9.47077970803409,2.484906649788,2.70805020110221,3.55534806148941,6.25382881157547,0,0,0,6.50279004591562,0,0,0,7.48211892355212,0,0,0,6.9985096422506,0.693147180559945,0.693147180559945,0.693147180559945,7.1708884785125,0,0,0,0,0,0,1,0,0,7
"142","Little Fockers",30833665,17.2441176705134,3536,8.17075142375753,2010-12-22,566,0,1090926,267,282,450,1122830,278,290,463,1160059,285,296,472,1216888,284,303,484,1273750,295,311,504,1344955,298,322,520,13.9025383514858,5.59098698051086,5.64544689764324,6.11146733950268,10.3705180163024,2.484906649788,2.19722457733622,2.63905732961526,10.5248701668668,2.07944154167984,1.94591014905531,2.30258509299405,10.9478196342912,0,2.07944154167984,2.56494935746154,10.9484001449809,2.484906649788,2.19722457733622,3.04452243772342,11.1733323635125,1.38629436111989,2.484906649788,2.83321334405622,1,1,0,0,0,1,4
"143","Logan",7137,8.87304779897107,1,0,2010-09-10,-445,1,9611,0,0,0,9613,0,0,0,9615,0,0,0,9616,0,0,0,9620,0,0,0,9624,0,0,0,9.17076759685636,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,1.6094379124341,0,0,0,1.6094379124341,0,0,0,0,0,0,1,0,0,8
"144","Looking for Eric",6743,8.81626020873458,2,0.693147180559945,2010-05-14,464,0,78305,47,54,101,79823,47,54,101,81376,49,55,102,83073,50,57,104,85454,52,59,107,88416,54,60,108,11.2683795073956,3.87120101090789,4.00733318523247,4.62497281328427,7.32580750259577,0,0,0,7.34858753092759,1.09861228866811,0.693147180559945,0.693147180559945,7.43720636687129,0.693147180559945,1.09861228866811,1.09861228866811,7.77569574991525,1.09861228866811,1.09861228866811,1.38629436111989,7.99395754757357,1.09861228866811,0.693147180559945,0.693147180559945,0,0,0,1,0,0,3
"145","Lottery Ticket",10652297,16.1812861076151,1973,7.58731050602262,2010-08-20,352,0,207494,97,97,189,215928,112,101,196,221832,113,104,200,233413,120,109,205,260675,128,115,213,307642,131,130,242,12.242862521977,4.58496747867057,4.58496747867057,5.24702407216049,9.04014499498007,2.77258872223978,1.6094379124341,2.07944154167984,8.68355472863146,0.693147180559945,1.38629436111989,1.6094379124341,9.35720744778573,2.07944154167984,1.79175946922805,1.79175946922805,10.2132857505526,2.19722457733622,1.94591014905531,2.19722457733622,10.757221797744,1.38629436111989,2.77258872223978,3.40119738166216,1,0,0,1,1,0,4
"146","Love and Other Drugs",9739161,16.0916655322781,2455,7.80588204022862,2010-11-24,445,0,293702,54,70,94,308748,59,75,99,324305,63,79,104,344522,61,79,105,377863,63,80,106,478335,79,96,125,12.5903243316391,4.00733318523247,4.26267987704132,4.55387689160054,9.61893391475888,1.79175946922805,1.79175946922805,1.79175946922805,9.65233025476672,1.6094379124341,1.6094379124341,1.79175946922805,9.914328575714,0,0,0.693147180559945,10.414573142508,1.09861228866811,0.693147180559945,0.693147180559945,11.5176443136702,2.83321334405622,2.83321334405622,2.99573227355399,1,0,0,0,0,0,5
"147","Love Ranch",44220,10.6969324544114,11,2.39789527279837,2010-06-30,64,0,22671,3,3,8,26887,4,4,9,30817,5,6,11,38054,7,8,13,43801,7,8,13,47055,10,12,20,10.0288859619305,1.38629436111989,1.38629436111989,2.19722457733622,8.34687925374656,0.693147180559945,0.693147180559945,0.693147180559945,8.27664912542186,0.693147180559945,1.09861228866811,1.09861228866811,8.88710020412369,1.09861228866811,1.09861228866811,1.09861228866811,8.65660724719891,0,0,0,8.08794755464267,1.38629436111989,1.6094379124341,2.07944154167984,0,0,0,0,1,1,2
"148","MacGruber",4043495,15.2126199749648,2551,7.84424071814181,2010-05-21,148,0,91053,63,64,76,104868,63,64,76,122699,62,65,77,169293,78,79,97,222336,85,88,113,284610,95,97,123,11.4192080160963,4.15888308335967,4.17438726989564,4.34380542185368,9.53358261982651,0,0,0,9.7887498750657,0,0.693147180559945,0.693147180559945,10.7492485182198,2.83321334405622,2.70805020110221,3.04452243772342,10.8788770367975,2.07944154167984,2.30258509299405,2.83321334405622,11.0393153401304,2.39789527279837,2.30258509299405,2.39789527279837,1,0,0,1,0,0,5
"149","Machete",11416164,16.250540803838,2670,7.8898337513943,2010-09-03,1255,0,1405021,451,472,620,1448749,467,494,655,1528766,472,509,676,1604484,498,522,693,1664892,502,532,706,1775629,524,566,755,14.1555635189904,6.11368217983223,6.15909538849193,6.43133108193348,10.6857667765489,2.83321334405622,3.13549421592915,3.58351893845611,11.2900068883473,1.79175946922805,2.77258872223978,3.09104245335832,11.2347843986856,3.29583686600433,2.63905732961526,2.89037175789616,11.008893379445,1.6094379124341,2.39789527279837,2.63905732961526,11.6149223298924,3.13549421592915,3.55534806148941,3.91202300542815,1,0,0,1,1,0,2
"150","Made in Dagenham",37563,10.5337748023371,3,1.09861228866811,2010-11-19,325,0,26862,31,32,48,40570,42,41,62,59439,44,45,66,72012,49,49,71,83768,50,51,73,91866,53,55,79,10.1985051540861,3.46573590279973,3.49650756146648,3.89182029811063,9.5258078304359,2.484906649788,2.30258509299405,2.70805020110221,9.8453286383626,1.09861228866811,1.6094379124341,1.6094379124341,9.43938646894301,1.79175946922805,1.6094379124341,1.79175946922805,9.37220408686774,0.693147180559945,1.09861228866811,1.09861228866811,8.99949587624899,1.38629436111989,1.6094379124341,1.94591014905531,0,0,0,1,0,0,3
"151","Mademoiselle Chambon",19446,9.8753966723696,2,0.693147180559945,2010-05-28,-559,1,70,0,0,0,76,0,0,0,82,0,0,0,89,0,0,0,98,0,0,0,102,0,0,0,4.26267987704132,0,0,0,1.94591014905531,0,0,0,1.94591014905531,0,0,0,2.07944154167984,0,0,0,2.30258509299405,0,0,0,1.6094379124341,0,0,0,0,0,0,1,1,0,2
"152","Marmaduke",11599661,16.2664864315116,3213,8.07496035911586,2010-06-04,174,0,31645,16,16,24,43563,19,20,29,63679,25,23,35,78687,35,30,60,98893,49,45,81,118035,65,57,107,10.3623670372789,2.83321334405622,2.83321334405622,3.2188758248682,9.38588904448271,1.38629436111989,1.6094379124341,1.79175946922805,9.90932050772857,1.94591014905531,1.38629436111989,1.94591014905531,9.61640530015631,2.39789527279837,2.07944154167984,3.25809653802148,9.9137843580135,2.70805020110221,2.77258872223978,3.09104245335832,9.85969239253646,2.83321334405622,2.56494935746154,3.29583686600433,1,0,0,1,1,0,7
